feature,f_score,p_value,mi_score,importance,f_score_norm,mi_score_norm,importance_norm,combined_score
timbre_cov_7,8.722129109599079,0.003143892536755068,0.0022292869182320985,0.0051051238884939785,0.00041455386014960547,0.05344191447356665,0.00956233052143677,0.021139599618384342
timbre_avg_9,265.458730657628,1.159423783598903e-59,0.0004796080431885841,0.00913692476252552,0.01264202099739995,0.011497475634605785,0.030609550553731015,0.018249682395245586
timbre_cov_23,722.9076870047271,4.3510710413917816e-159,0.0,0.003684657926322804,0.034428716182181504,0.0,0.0021470685607669904,0.012191928247649498
timbre_avg_8,467.3500121491128,1.3893633176262002e-103,0.0,0.005909657195062444,0.022257397203400996,0.0,0.013762237723134368,0.012006544975511789
timbre_cov_52,2.69714771602432,0.10052874422330967,0.0005813260968468015,0.004128467600752211,0.00012760505133825915,0.013935926907773915,0.004463889297212798,0.0061758070854416565
timbre_cov_18,71.65753530683169,2.56840979365381e-17,3.2840737605788206e-05,0.005032260808387827,0.0034119473225780695,0.0007872795000157314,0.009181963204910205,0.004460396675834669
timbre_cov_30,105.2354153920008,1.0923309505497902e-24,0.0,0.004170079590919948,0.005011144409414674,0.0,0.004681116471968144,0.003230753627127606
timbre_cov_65,131.31139796658476,2.140208678820956e-30,0.0,0.003707493787664383,0.006253052334033637,0.0,0.0022662786639689805,0.0028397769993342057
timbre_cov_68,4.2260233781169525,0.0398092634317504,0.00021912826432668453,0.003414233383547649,0.00020042005629843934,0.005253085130098335,0.0007353706541117083,0.0020629586135028277
timbre_cov_33,66.94880176005708,2.794676753741486e-16,0.0,0.003712262411492549,0.0031876867989359668,0.0,0.002291172322683402,0.0018262863738731227
